Applicant.ID,Position.Name,Employer.Name,City,State.Name,State.Code,Start.Date,End.Date,Job.Description,Salary,Can.Contact.Employer,Created.At,Updated.At
10023,Project Manager/Project Architect,RHODES AND ASSOCIATES (dissolved),Phoenix,Arizona,AZ,01-10-1999,31-05-2000,"Responsible for preparation and production of proposals, construction details, and site 
investigation, coordination of information with suppliers, consultants, and clients. 
Played a leading role in recommendations for the City of Phoenix for the renovations of Symphony Hall.",25,FALSE,2015-02-12 04:01:23 UTC,2015-02-12 04:06:08 UTC
10023,Project manager,LEE HARRIS POMEROY,New York,New York,NY,01-06-1998,31-10-1999,"Responsible for design and production of Construction Documents, running job meetings, presentations, coordinating work of various disciplines.  Projects included renovation of Swiss Bank Tower and ADA compliance for holding cells in NYC courthouses.
Managed assembly of existing pearwood and granite from large offices into individual conference rooms and open office areas.",23.5,TRUE,2015-02-12 04:01:23 UTC,2015-02-12 04:06:08 UTC
10023,Director of Design/Job Captain/Draftsperson,MASCIONI AND BEHRMANN,New York,New York,NY,01-01-1985,30-06-1998,"Worked up through a series of promotions from Draftsperson to Director of Design.  Responsible for scheduling, phasing, design, Construction Documents, presentations, punch lists, and contract review.  Completed degree in Architecture while working full-time.
Designed and managed renovation of executive floor with the restrictions of an asbestos-laden ceiling and phasing work around the CFO on site, developing close relationship with clients.",21,TRUE,2015-02-12 04:01:23 UTC,2015-02-12 04:06:08 UTC
10025,NA,Hall County Board of Education,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-13 12:48:32 UTC,2014-12-13 12:48:32 UTC
10027,Legal Processing Clerk,"Weltman, Weinberg & Reis Co., L.P.A.",NA,NA,NA,NA,NA,NA,NA,NA,2014-12-13 13:22:17 UTC,2014-12-13 13:22:17 UTC
10027,,Ohio State School of Cosmetology,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-13 13:22:17 UTC,2014-12-13 13:22:17 UTC
10028,Package Driver,FedEx,Whitehall,Ohio,OH,NA,NA,Deliver Packages,31,FALSE,2014-12-13 13:23:30 UTC,2014-12-13 13:26:07 UTC
1003,Marketing Representative ,"Hengtong Heat-Exchanger Manufactory CO, CLT ","Tianjin City, China",NA,NA,01-09-2010,01-12-2010,"*	Contacted with over 30 potential customers
*	Communicated with potential customer to identify the appropriate Heat-exchanger
",2.5,FALSE,2014-08-15 22:05:47 UTC,2014-08-15 22:05:47 UTC
10030,Customer service ,Walmart ,Landover ,Maryland,MD,04-09-2014,04-12-2014,Putting in data entry for customers. Packaging up there things. ,9.25,TRUE,2014-12-13 13:54:35 UTC,2014-12-13 13:54:35 UTC
10030,Security guard ,Local 16,Ust  nw ,District of Columbia,DC,15-06-2014,10-08-2014,Checking IDs and bags at the front door. Watching people in the lounge making sure everyone is safe. ,16,TRUE,2014-12-13 13:54:35 UTC,2014-12-13 13:54:35 UTC
10030,Security guard ,Ces security ,Sliver spring ,Maryland,MD,12-03-2012,15-06-2013,Securing the people at the dc convention center also the Gaylord hotel and during events. ,7.55,TRUE,2014-12-13 13:54:35 UTC,2014-12-13 13:54:35 UTC
1004,sales Representative / in store model,Abercrombie & Fitch,Metairie,Louisiana,LA,01-05-2012,14-10-2012,"I would great every one entering, and leaving the store. Also do cashier, and clean around the store, wile helping customers around.",8,TRUE,2014-08-15 22:05:48 UTC,2014-08-15 22:05:48 UTC
10040,NA,The Massage Advantage,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-13 16:42:57 UTC,2014-12-13 16:42:57 UTC
10043,NA,Orchard Village,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-13 17:18:48 UTC,2014-12-13 17:18:48 UTC
10044,NA,Currently Looking,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-13 17:42:06 UTC,2014-12-13 17:42:06 UTC
1005,none,none,none,NA,NA,NA,NA,none,NA,FALSE,2014-08-15 22:05:48 UTC,2014-08-15 22:05:48 UTC
10052,NA,UA Local 486,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-13 19:37:47 UTC,2014-12-13 19:37:47 UTC
10052,NA,Plumbers and Steamfitters Local Union 486,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-13 19:37:47 UTC,2014-12-13 19:37:47 UTC
10065,Technology generalist,New Universe Food,,,,01-08-2014,31-10-2014,"Designed product; planned manufacturing schedule and designed manufacturing floor; planned and executed IT integration between software; and maintained and inspected two production sites (United States and South America)

https://selfbalancingfood.com",NA,NA,2014-12-14 02:01:54 UTC,2014-12-14 02:01:54 UTC
10065,Manufacturing Engineering Intern,ITW,Glenview,Illinois,IL,01-06-2012,31-08-2012,"Evaluated new production processes to maximize space; incorporated two-bin inventory system; organized workflow, boosted productivity for assemblers; and assisted with coordinating the move of assembly lines and fifty machines",NA,NA,2014-12-14 02:01:54 UTC,2014-12-14 02:01:54 UTC
10065,The Science of Networks in Communities,The Science of Networks in Communities,,,,01-06-2011,31-03-2012,"Collected data from 1000 researchers on educational background; Collected data, Checked for data quality and performed a big data-type network analysis using the â€œRâ€ analysis tool/programming language",NA,NA,2014-12-14 02:01:54 UTC,2014-12-14 02:01:54 UTC
10065,Product Designer (Student),Procter & Gamble,Cincinnati,Ohio,OH,01-09-2011,31-12-2011,"Conducted design research interviews, created design framework, and redesigned a plastic applicator for ease of use",NA,NA,2014-12-14 02:01:54 UTC,2014-12-14 02:01:54 UTC
10065,Co-Project Manager,Northwestern Tiny House Project,,,,01-03-2011,31-12-2011,â€¢ Managed this Siemens-sponsored project in building an off-grid house that was displayed at Museum of Science and Industry May 2012,NA,NA,2014-12-14 02:01:54 UTC,2014-12-14 02:01:54 UTC
10068,NA,Nascote Industries,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-14 05:01:59 UTC,2014-12-14 05:01:59 UTC
10079,acctspayable clerk,Tankersley Food Service,Van Buren,Arkansas,AR,17-04-1992,30-10-2008,"a/p clerk,  receptionist, switchboard, payroll",15.25,FALSE,2014-12-14 17:13:22 UTC,2014-12-14 17:28:39 UTC
10085,cashier,Eureka market,Eureka,California,CA,05-07-2019,NA,Checker/stocker,5.5,TRUE,2014-12-15 21:32:58 UTC,2014-12-15 21:32:58 UTC
10092,NA,Self-Employed,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-05 23:33:46 UTC,2015-01-05 23:33:46 UTC
10104,retired,University of Toledo,Toledo,Ohio,OH,NA,NA,NA,NA,NA,2014-12-15 00:08:20 UTC,2014-12-15 00:08:20 UTC
10105,Uh-60 Aircraft Mechanic,US Army,Alexandria,Virginia,VA,01-04-2008,,"UH-60 Helicopter Repair, Blackhawk Crew chief for Alpha Company 3/2 Aviation South Korea USAG Humphrey's from 2008-2009

2011-2013 Fort Reily Kansas Crew Chief 

2013-Present- Deployed to Tarin Kowt, FOB",NA,NA,2014-12-15 00:19:18 UTC,2014-12-15 00:19:18 UTC
10105,Sales Manager,Performance Bicycle,Chapel Hill,North Carolina,NC,01-04-2006,30-04-2008,,NA,NA,2014-12-15 00:19:18 UTC,2014-12-15 00:19:18 UTC
10105,Bank Teller,Washington mutual bank,,,,01-01-2005,31-01-2006,,NA,NA,2014-12-15 00:19:18 UTC,2014-12-15 00:19:18 UTC
10114,Assitant,MindBloom Preschool,Washington ,District of Columbia,DC,NA,NA,I worked with kids and parents in assiating with drop offs and pick up and after school with learning.,NA,FALSE,2014-12-15 02:43:03 UTC,2014-12-15 02:43:03 UTC
10114,Janitor,Penn State ,Monaca,Pennsylvania,PA,NA,NA,I cleaned buildings and classrooms.,NA,FALSE,2014-12-15 02:43:03 UTC,2014-12-15 02:43:03 UTC
10116,NA,Eyanatia,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-15 06:26:43 UTC,2014-12-15 06:26:43 UTC
10127,Life Administrator,Self,NA,NA,NA,NA,NA,Work hard every waking minute at self actualization and minding my own business.,NA,NA,2014-12-15 13:44:14 UTC,2014-12-15 13:44:14 UTC
10136,NA,"Indian Institute of Engineering Science and Technology, Shibpur",NA,NA,NA,NA,NA,NA,NA,NA,2014-12-15 14:31:28 UTC,2014-12-15 14:31:28 UTC
10136,NA,noT yeT woRkiNg !! iM stiLl stUdYinG !!,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-15 14:31:28 UTC,2014-12-15 14:31:28 UTC
10141,Owner,"GMB Design Solutions, LLC",NA,NA,NA,NA,NA,NA,NA,NA,2014-12-15 14:50:04 UTC,2014-12-15 14:50:04 UTC
10169,Security Guard,National Institutes of Health (NIH),Bethesda,Maryland,MD,15-12-2006,02-06-2014,"Front desk, x-ray machine and patrol guard. Loading dock guard, cctv monitor room, barrier control. etc",20.71,FALSE,2014-12-15 18:42:15 UTC,2014-12-15 18:59:23 UTC
10176,NA,Avon,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-15 20:20:06 UTC,2014-12-15 20:20:06 UTC
1018,Nurse,Yokohama Rosai Hospital,Yokohama-City in Japan,NA,NA,NA,NA,I have not worked in USA. But I have been a Treasurer for PTA,NA,FALSE,2014-08-15 22:05:48 UTC,2014-08-15 22:05:48 UTC
10193,Principal,traceywilen.com,,,,01-03-2013,,"Thought Leadership firm that assists corporations capitalize on the latest workplace trends in diversity, employee development, leadership. Specialty areas: Business, Technology, Womanâ€™s Leadership and Career Development.

Global keynote speaker. Key organizations include: Hilton Hotels Europe/Middle East, AMP Bank Australia, Walmart, Pearson Education, NASA, Quest, J&J, MIT, AVON, Toyota, Avis/Budget, Monsanto, PG&E,The NFL, Warner Brothers, Ancile, Wahine Forum Hawaii, Digital Now, National Association of Women Business Owners (NAWBO), Society for Human Resource Management (SHRM), American Society for Training and Development (ASTD), Chambers of Commerce (Hartford, Idaho, Flagstaff).

Panel moderator in over 26 cities across the US on women leadership initiatives and technology topics. Key organizations include: Deloitte, SAP, Staples, Wyndham, Kaiser Permanente, Walgreens, Chief Learning Officer Media Group, Women MBA International, and Women Leading in Technology, Central Exchange, and Total Immersion.

Panel Expert for corporations, conference and university forums. Key organizations include: Sony Pictures, Frost & Sullivan, Stanford, Organization of Economic Cooperation & Development (OECD) Chief Learning Officer panels (16 panels)

Books: Employed for Life, 21st Century Career trends (2014), Women Lead (2013) a leading book on women careers and leadership that secured 167 TV airings and approximately 4,137,516 viewers in its first week.

Media: Regular media expert on 10-14 shows per month on the topics of career development, job hunting, and technology trends on KBYR (Tech Talk), NPR, Fox news affiliates.",NA,NA,2014-12-16 00:47:04 UTC,2014-12-16 00:47:04 UTC
10193,"Vice President Thought Leadership, Strategy",The Apollo Group,Phoenix,Arizona,AZ,01-03-2009,31-03-2013,"Served as a key member of the Apollo executive team reporting to the office of the CEO. 
Created and led the Apollo Research Institute, a business unit of 60+ individuals that established Apolloâ€™s brand position as a workforce thought leader, and accelerated customer relationships. Under my leadership the Institute produced over 200 primary research studies, presentations, webinars, articles, white papers and books which secured $34M earned media with a presence in more than 1000 media outlets. 

Utilized personal brand to expand Apolloâ€™s global presence with corporations by delivering over 100 speeches at Industry conferences, Fortune 500 corporations, and HR forums across the US and Europe.

Education speaking engagements included university commencement speeches, college forums, workshops, faculty training and student lectures.",NA,NA,2014-12-16 00:47:04 UTC,2014-12-16 00:47:04 UTC
10193,"Managing Director, Thought Leadership, Strategy",Cisco Systems,San Jose,California,CA,01-09-1994,31-03-2009,"Served as a key member of the Ciscoâ€™s strategy team reporting to the office of the CEO. 

Created and managed the Higher Education Practice to establish Cisco as the technology thought leader and accelerate sales. Utilized personal brand to accelerate Ciscoâ€™s brand as an expert leader by developing thought-provoking content on higher education and technology trends.

Served as keynote speaker and thought leader on education trends at global conferences in 6 continents at over 100 universities and education conferences.",NA,NA,2014-12-16 00:47:04 UTC,2014-12-16 00:47:04 UTC
10193,Operations Manager,Hewlett-Packard,Palo Alto,California,CA,01-09-1993,30-09-1994,Operations Manager at HP responsible for the global procurement strategy for HPâ€™s 60 divisions.,NA,NA,2014-12-16 00:47:04 UTC,2014-12-16 00:47:04 UTC
10193,Operations Executive,Apple Computer,Cupertino,California,CA,01-09-1988,30-09-1993,Operations Executive at Apple responsible for Appleâ€™s global procurement strategy for display technologies.,NA,NA,2014-12-16 00:47:04 UTC,2014-12-16 00:47:04 UTC
102,Teacher's Assistant,Oshman Family JCC,Palo Alto,California,CA,01-06-2011,01-07-2011,NA,11,TRUE,2014-08-15 22:03:59 UTC,2014-08-15 22:03:59 UTC
10200,Banker,Citizens Bank,,,,01-12-2012,,"â€¢	Assist customers with everyday banking needs.
â€¢	Talk to new customers and help determine what accounts are best for their needs and situation.
â€¢	Assist new and current customers with various loan applications.
â€¢	Open new business and personal accounts. 
â€¢	Help current business owners with all their account needs, including loan applications.
â€¢	Certified Notary.
â€¢	Review customer accounts and let them know if there is a better fit for their current banking to help reduce bank fees on their accounts.",NA,NA,2014-12-16 03:50:54 UTC,2014-12-16 03:50:54 UTC
10200,General Manager,Steak n Shake,"Indianapolis, Indiana 46204",,,01-06-2010,31-12-2012,"â€¢	Oversee management team to ensure they are completing their tasks properly and in the proper time frame. 
â€¢	Promoted to Restaurant Training Supervisor and Hiring Manager within first 2 months, and then was General Manager after approximately 9 months of employment.
â€¢	Manage the amount of employees on the clock to the amount of revenue coming into the business at every moment to ensure a balance. 
â€¢	Keep track of inventory and supervise the ordering for the restaurant.
â€¢	Create schedules for more than 50 associates, and ensure that it is being completed to business needs. 
â€¢	Maintain contact with all customers that come into the restaurant to ensure satisfaction with their entire experience.
â€¢	Verify and monitor the cash flow within the restaurant. Look over the P&L and ensure the restaurant is staying within its budget. 
â€¢	Trained and developed associates into higher positions to ensure constant satisfaction with employment and help further the company.",NA,NA,2014-12-16 03:50:54 UTC,2014-12-16 03:50:54 UTC
10200,Insurance Agent,Aflac,Columbus,Georgia,GA,01-07-2007,31-01-2010,"-Went to new businesses to get them to offer AFLAC policies to their associates
-Sat with associates and explained all about our policies, and helped them decide what, if any, policies were best for them and their families.
-Helped customers file any claims they needed to file for their policies
-Signed individuals up for policies that they needed/ wanted.",NA,NA,2014-12-16 03:50:54 UTC,2014-12-16 03:50:54 UTC
10200,Assistant Office Manager,Merry Maids,,,,01-01-2007,31-07-2007,"â€¢	Created schedule, and assisted with paychecks for 14 employees.
â€¢	Conducted quality control assurance randomly, on at least 4 houses a week.
â€¢	Provided 7 to 10 estimates to potential customers weekly.
â€¢	Directed meetings to ensure the employees knew their responsibilities for the day, and anything pertinent that needed extra attention.
â€¢	Answered multiple phone lines, assisted with hiring of new employees, complaints, filing, secretarial work, and anything else necessary.",NA,NA,2014-12-16 03:50:54 UTC,2014-12-16 03:50:54 UTC
10200,Assistant ICU Technician,Chesapeake Veterinary Referral Services,,,,01-08-2005,31-12-2006,"â€¢	Assisted ICU Technician with caring for patientâ€™s pre and post operatively.
â€¢	Informed owners of patientâ€™s conditions, and assisted with the discharge of patients by distributing prescribed medications and going over discharge instructions.
â€¢	Informed Doctors of all updates pertaining to patients, assisted in life saving techniques, checked vitals, and all other nursing services the patients needed, among any other duties necessary.",NA,NA,2014-12-16 03:50:54 UTC,2014-12-16 03:50:54 UTC
10200,Office Manager,Clinton Animal Hospital,,,,01-05-2004,31-08-2005,"â€¢	Managed all inventory count; administered the ordering of all inventory, and payments necessary. 
â€¢	Assisted with all receptionist duties, assisted the doctor with surgeries, as well as examinations. 
â€¢	Checked patients in and out of the clinic, went over discharge instructions, and analyzed all patients in order to keep the doctor updated on all patient progress and status. 
â€¢	Contacted customers at home after appointments to be sure patients were healing correctly, among any other secretarial or nursing services necessary.",NA,NA,2014-12-16 03:50:54 UTC,2014-12-16 03:50:54 UTC
10205,Legal Secretary,Community Legal Services,Phila,Pennsylvania,PA,NA,NA,"Receptionist, filing, typing briefs, etc",NA,FALSE,2014-12-18 04:27:35 UTC,2014-12-18 04:27:35 UTC
10217,NA,Memphis City Schools,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-16 14:11:33 UTC,2014-12-16 14:11:33 UTC
10225,Crew Member,McDonald's Corporation,Oak Brook,NA,NA,01-06-2014,,NA,NA,NA,2014-12-16 14:53:27 UTC,2014-12-16 14:53:27 UTC
10225,Volunteer,Grovetown Animal Clinic,,NA,NA,01-05-2013,31-07-2013,NA,NA,NA,2014-12-16 14:53:27 UTC,2014-12-16 14:53:27 UTC
10230,general labor,BMI,Edgware,NA,NA,NA,NA,NA,NA,NA,2014-12-16 16:46:39 UTC,2014-12-16 16:46:39 UTC
10236,Asset Manager,Colony American Homes,Scottsdale,Arizona,AZ,01-06-2013,30-06-2014,"P & L accountable for performance of  multimillion dollar portfolio of 3,000+ SFR units  ( 20% of companyâ€™s total assets) throughout California
Strategically positioned the portfolio to transition from third party vendor to a fully internalized operation model.
Resolved escalated challenges by working collaboratively with acquisition, construction, leasing, management, legal  and disposition teams.
Created and achieved business plans goals by implementing budgets, team priorities, financial forecasting and marketing strategies.
Recruited, developed and mentored high caliber teams to monitor and report on multiple local markets including macro and micro economic variables and the effect on profitability and performance of the portfolio.",NA,NA,2014-12-16 17:49:20 UTC,2014-12-16 17:49:20 UTC
10236,"Director, Portfolio Operations Retail Properties",Irvine Company,,,,01-10-2011,30-09-2012,"Accountable for overall operations of 41-center, 8.4 million s. f. portfolio to achieve business plan goals.
Specific responsibility areas include center management, operations, marketing and tenant coordination. 
Oversee all renewal leasing and lease-related transactions (average of 300 transactions, 500,000 square feet/year) with a budget goal of $290 million in net revenue.
Performed key role in the annual business planning process and performance enhancement strategies for portfolio.
Recruited and  held accountable for approx 37 direct reports performing in various functions such as property management, tenant coordination, leasing, marketing and finance.",NA,NA,2014-12-16 17:49:20 UTC,2014-12-16 17:49:20 UTC
